pressure,flow,power,efficiency
2.764877,84.326245,23.402775,79.242734
2.247075,45.272814,10.250284,89.784560
1.947695,39.047844,7.684975,
2.027391,18.755113,3.815633,93.881174
2.576292,59.237990,15.354050,82.951620
1.488819,80.971993,12.146589,93.919605
2.066871,55.406512,11.516912,93.582244
1.706761,32.366751,5.538887,98.899246
2.523702,50.169783,12.676532,83.830441
2.169690,97.995019,21.284063,90.752267
0.768135,17.068220,1.352562,80.060977
2.640918,87.399309,23.115872,81.207869
2.864511,29.453404,8.444124,77.089799
1.899436,49.757583,9.476483,96.503857
1.272059,86.648172,11.056379,90.078163
0.720330,86.744902,6.308145,79.099235
1.038341,17.700140,1.869813,85.616951
2.389536,40.716850,9.746698,87.064475
1.913148,22.230589,4.329107,96.694524
2.457225,26.146372,6.499236,85.021720
2.726597,77.397907,21.122457,79.574191
1.025609,60.264816,6.255113,84.941697
0.915662,61.256600,5.662780,
0.565825,76.654493,4.371480,75.338418
1.974519,44.128946,8.752758,95.217490
0.540744,22.671566,1.235120,75.759338
2.340585,87.650920,20.546033,87.732010
0.683562,14.126045,1.015203,78.378857
2.920546,67.746599,19.884402,76.084610
2.630672,27.483557,7.287664,82.093653
2.347238,82.945297,19.522270,87.981363
2.947327,20.301182,6.069229,75.669360
2.860954,92.948586,26.598359,77.010714
2.601947,13.373213,3.525398,82.420830
1.123994,14.270113,1.649651,87.475051
2.291288,72.343667,16.598169,88.328144
2.304101,13.554701,3.219165,88.495903
0.744352,19.223376,1.521407,78.969317
0.563083,35.181081,2.036797,75.972699
2.882398,42.110845,12.225613,76.556376
2.815575,65.512148,18.542948,77.846230
1.752544,32.861507,5.784872,99.079899
2.493426,12.941045,3.290642,
2.130375,64.180985,13.681882,91.873502
1.956184,73.124268,14.315609,95.742753
2.257297,21.433247,4.894641,89.839154
2.342451,93.406909,21.956700,87.192250
2.572944,86.620595,22.360117,82.885262
2.694350,93.577146,25.263085,80.378588
1.191617,80.101763,9.637312,88.808565
1.884726,15.989740,3.077509,97.294997
0.503351,73.172051,3.772699,74.899012
2.630555,39.157388,10.369462,81.437349
2.329363,29.463919,6.925963,87.979154
1.872904,59.368380,11.127515,96.628521
2.869861,99.999558,28.718079,77.460736
0.905812,39.679694,3.613835,82.145944
2.164550,76.857922,16.688650,91.532693
1.800966,85.842647,15.558661,98.784295
2.785356,76.737400,21.436422,78.298035
2.445868,89.476113,21.937300,85.887654
1.934604,32.321654,6.282580,95.932849
1.204623,29.092740,3.529299,
0.640614,44.378571,2.855298,77.610314
2.713106,86.594282,23.549754,80.007704
1.778035,84.086787,15.045989,99.283601
0.723819,63.561390,4.672230,79.188489
1.582928,16.118247,2.629916,96.233117
2.279828,10.118191,2.347535,88.912978
1.112976,69.387018,7.764202,86.277443
2.475549,30.884859,7.665596,84.499345
1.544975,40.073734,6.280390,95.603526
1.157200,52.483897,6.143250,87.792947
0.829625,62.276972,5.203612,81.078974
1.789387,18.851450,3.405800,98.860900
2.785825,31.647777,8.824741,78.301104
1.780640,57.845297,10.334807,98.643090
1.351607,97.274031,13.160728,91.619392
0.879155,17.571558,1.636311,81.813526
1.399433,20.398148,2.914452,92.954446
1.319646,38.011497,5.074812,90.667770
0.573568,48.298843,2.773939,75.593602
1.163380,12.384223,1.475617,
1.314784,77.199190,10.236417,90.566729
2.140274,95.552560,20.538549,91.478150
1.874394,49.093563,9.205782,97.447027
2.785252,84.749771,23.665801,78.706847
1.507909,77.938960,11.812800,94.661796
1.419653,56.995433,8.151760,93.097562
2.693190,87.442429,23.596052,80.326775
0.628122,69.927889,4.433245,77.082952
1.297352,81.342659,10.631617,90.761612
0.906726,42.134784,3.864180,83.090073
2.741052,62.378287,17.098952,79.379610
2.652522,73.359673,19.552513,81.900447
1.896219,46.467373,8.884095,96.639295
1.232918,19.482192,2.464827,89.008856
1.037133,43.585320,4.599027,85.351544
2.893534,79.700323,23.109584,76.283075
2.353446,53.476386,12.669033,87.457114
2.824303,94.831114,26.810814,77.908713
1.121022,92.155887,10.388802,86.835693
0.835460,38.454917,3.312274,
1.456815,69.903586,10.230474,93.174605
0.635496,98.749760,6.341596,77.208318
2.441228,84.929579,20.803393,86.065738
2.371467,96.741144,23.031653,87.150290
1.460336,39.045572,5.792041,93.906945
2.324390,23.648378,5.543291,87.515306
